Epidemiology Wk,Start,End,Disease,Cases
169,22/3/2020,28/3/2020,Encephalitis,0
170,29/3/2020,4/4/2020,Encephalitis,0
171,5/4/2020,11/4/2020,Encephalitis,0
172,12/4/2020,18/4/2020,Encephalitis,0
173,19/4/2020,25/4/2020,Encephalitis,0
174,26/4/2020,2/5/2020,Encephalitis,0
175,3/5/2020,9/5/2020,Encephalitis,0
176,10/5/2020,16/5/2020,Encephalitis,0
177,17/5/2020,23/5/2020,Encephalitis,0
178,24/5/2020,30/5/2020,Encephalitis,0
179,31/5/2020,6/6/2020,Encephalitis,0
180,7/6/2020,13/6/2020,Encephalitis,0
181,14/6/2020,20/6/2020,Encephalitis,0
182,21/6/2020,27/6/2020,Encephalitis,0
183,28/6/2020,4/7/2020,Encephalitis,0
184,5/7/2020,11/7/2020,Encephalitis,0
185,12/7/2020,18/7/2020,Encephalitis,0
186,19/7/2020,25/7/2020,Encephalitis,0
187,26/7/2020,1/8/2020,Encephalitis,0
188,2/8/2020,8/8/2020,Encephalitis,0
189,9/8/2020,15/8/2020,Encephalitis,0
190,16/8/2020,22/8/2020,Encephalitis,0
191,23/8/2020,29/8/2020,Encephalitis,0
192,30/8/2020,5/9/2020,Encephalitis,0
193,6/9/2020,12/9/2020,Encephalitis,0
194,13/9/2020,19/9/2020,Encephalitis,0
195,20/9/2020,26/9/2020,Encephalitis,0
196,27/9/2020,3/10/2020,Encephalitis,0
197,4/10/2020,10/10/2020,Encephalitis,0
198,11/10/2020,17/10/2020,Encephalitis,0
199,18/10/2020,24/10/2020,Encephalitis,0
200,25/10/2020,31/10/2020,Encephalitis,0
201,1/11/2020,7/11/2020,Encephalitis,0
202,8/11/2020,14/11/2020,Encephalitis,0
203,15/11/2020,21/11/2020,Encephalitis,0
204,22/11/2020,28/11/2020,Encephalitis,0
205,29/11/2020,5/12/2020,Encephalitis,0
206,6/12/2020,12/12/2020,Encephalitis,0
207,13/12/2020,19/12/2020,Encephalitis,0
208,20/12/2020,26/12/2020,Encephalitis,0
209,27/12/2020,2/1/2021,Encephalitis,0
1,1/1/2017,7/1/2017,Legionellosis,0
2,8/1/2017,14/1/2017,Legionellosis,0
3,15/1/2017,21/1/2017,Legionellosis,0
4,22/1/2017,28/1/2017,Legionellosis,0
5,29/1/2017,4/2/2017,Legionellosis,0
6,5/2/2017,11/2/2017,Legionellosis,0
7,12/2/2017,18/2/2017,Legionellosis,0
8,19/2/2017,25/2/2017,Legionellosis,0
9,26/2/2017,4/3/2017,Legionellosis,1
10,5/3/2017,11/3/2017,Legionellosis,1
11,12/3/2017,18/3/2017,Legionellosis,0
12,19/3/2017,25/3/2017,Legionellosis,1
13,26/3/2017,1/4/2017,Legionellosis,2
14,2/4/2017,8/4/2017,Legionellosis,0
15,9/4/2017,15/4/2017,Legionellosis,0
16,16/4/2017,22/4/2017,Legionellosis,0
17,23/4/2017,29/4/2017,Legionellosis,0
18,30/4/2017,6/5/2017,Legionellosis,1
19,7/5/2017,13/5/2017,Legionellosis,1
20,14/5/2017,20/5/2017,Legionellosis,1
21,21/5/2017,27/5/2017,Legionellosis,0
22,28/5/2017,3/6/2017,Legionellosis,1
23,4/6/2017,10/6/2017,Legionellosis,0
24,11/6/2017,17/6/2017,Legionellosis,0
25,18/6/2017,24/6/2017,Legionellosis,1
26,25/6/2017,1/7/2017,Legionellosis,1
27,2/7/2017,8/7/2017,Legionellosis,1
28,9/7/2017,15/7/2017,Legionellosis,0
29,16/7/2017,22/7/2017,Legionellosis,0
30,23/7/2017,29/7/2017,Legionellosis,0
31,30/7/2017,5/8/2017,Legionellosis,0
32,6/8/2017,12/8/2017,Legionellosis,0
33,13/8/2017,19/8/2017,Legionellosis,0
34,20/8/2017,26/8/2017,Legionellosis,0
35,27/8/2017,2/9/2017,Legionellosis,0
36,3/9/2017,9/9/2017,Legionellosis,1
37,10/9/2017,16/9/2017,Legionellosis,1
38,17/9/2017,23/9/2017,Legionellosis,0
39,24/9/2017,30/9/2017,Legionellosis,1
40,1/10/2017,7/10/2017,Legionellosis,0
41,8/10/2017,14/10/2017,Legionellosis,1
42,15/10/2017,21/10/2017,Legionellosis,0
43,22/10/2017,28/10/2017,Legionellosis,0
44,29/10/2017,4/11/2017,Legionellosis,0
45,5/11/2017,11/11/2017,Legionellosis,0
46,12/11/2017,18/11/2017,Legionellosis,1
47,19/11/2017,25/11/2017,Legionellosis,0
48,26/11/2017,2/12/2017,Legionellosis,0
49,3/12/2017,9/12/2017,Legionellosis,1
50,10/12/2017,16/12/2017,Legionellosis,0
51,17/12/2017,23/12/2017,Legionellosis,0
52,24/12/2017,30/12/2017,Legionellosis,1
53,31/12/2017,6/1/2018,Legionellosis,0
54,7/1/2018,13/1/2018,Legionellosis,0
55,14/1/2018,20/1/2018,Legionellosis,0
56,21/1/2018,27/1/2018,Legionellosis,2
57,28/1/2018,3/2/2018,Legionellosis,0
58,4/2/2018,10/2/2018,Legionellosis,0
59,11/2/2018,17/2/2018,Legionellosis,0
60,18/2/2018,24/2/2018,Legionellosis,0
61,25/2/2018,3/3/2018,Legionellosis,0
62,4/3/2018,10/3/2018,Legionellosis,0
63,11/3/2018,17/3/2018,Legionellosis,0
64,18/3/2018,24/3/2018,Legionellosis,0
65,25/3/2018,31/3/2018,Legionellosis,0
66,1/4/2018,7/4/2018,Legionellosis,1
67,8/4/2018,14/4/2018,Legionellosis,0
68,15/4/2018,21/4/2018,Legionellosis,0
69,22/4/2018,28/4/2018,Legionellosis,0
70,29/4/2018,5/5/2018,Legionellosis,0
71,6/5/2018,12/5/2018,Legionellosis,2
72,13/5/2018,19/5/2018,Legionellosis,0
73,20/5/2018,26/5/2018,Legionellosis,3
74,27/5/2018,2/6/2018,Legionellosis,0
75,3/6/2018,9/6/2018,Legionellosis,1
76,10/6/2018,16/6/2018,Legionellosis,0
77,17/6/2018,23/6/2018,Legionellosis,0
78,24/6/2018,30/6/2018,Legionellosis,0
79,1/7/2018,7/7/2018,Legionellosis,0
80,8/7/2018,14/7/2018,Legionellosis,0
81,15/7/2018,21/7/2018,Legionellosis,0
82,22/7/2018,28/7/2018,Legionellosis,2
83,29/7/2018,4/8/2018,Legionellosis,1
84,5/8/2018,11/8/2018,Legionellosis,0
85,12/8/2018,18/8/2018,Legionellosis,0
86,19/8/2018,25/8/2018,Legionellosis,0
87,26/8/2018,1/9/2018,Legionellosis,1
88,2/9/2018,8/9/2018,Legionellosis,1
89,9/9/2018,15/9/2018,Legionellosis,0
90,16/9/2018,22/9/2018,Legionellosis,0
91,23/9/2018,29/9/2018,Legionellosis,2
92,30/9/2018,6/10/2018,Legionellosis,0
93,7/10/2018,13/10/2018,Legionellosis,0
94,14/10/2018,20/10/2018,Legionellosis,0
95,21/10/2018,27/10/2018,Legionellosis,0
96,28/10/2018,3/11/2018,Legionellosis,0
97,4/11/2018,10/11/2018,Legionellosis,2
98,11/11/2018,17/11/2018,Legionellosis,2
99,18/11/2018,24/11/2018,Legionellosis,0
100,25/11/2018,1/12/2018,Legionellosis,1
101,2/12/2018,8/12/2018,Legionellosis,0
102,9/12/2018,15/12/2018,Legionellosis,0
103,16/12/2018,22/12/2018,Legionellosis,0
104,23/12/2018,29/12/2018,Legionellosis,1
105,30/12/2018,5/1/2019,Legionellosis,0
106,6/1/2019,12/1/2019,Legionellosis,0
107,13/1/2019,19/1/2019,Legionellosis,0
108,20/1/2019,26/1/2019,Legionellosis,0
109,27/1/2019,2/2/2019,Legionellosis,0
110,3/2/2019,9/2/2019,Legionellosis,1
111,10/2/2019,16/2/2019,Legionellosis,0
112,17/2/2019,23/2/2019,Legionellosis,0
113,24/2/2019,2/3/2019,Legionellosis,0
114,3/3/2019,9/3/2019,Legionellosis,0
115,10/3/2019,16/3/2019,Legionellosis,1
116,17/3/2019,23/3/2019,Legionellosis,0
117,24/3/2019,30/3/2019,Legionellosis,0
118,31/3/2019,6/4/2019,Legionellosis,1
119,7/4/2019,13/4/2019,Legionellosis,1
120,14/4/2019,20/4/2019,Legionellosis,1
121,21/4/2019,27/4/2019,Legionellosis,0
122,28/4/2019,4/5/2019,Legionellosis,0
123,5/5/2019,11/5/2019,Legionellosis,0
124,12/5/2019,18/5/2019,Legionellosis,0
125,19/5/2019,25/5/2019,Legionellosis,1
126,26/5/2019,1/6/2019,Legionellosis,1
127,2/6/2019,8/6/2019,Legionellosis,0
128,9/6/2019,15/6/2019,Legionellosis,1
129,16/6/2019,22/6/2019,Legionellosis,3
130,23/6/2019,29/6/2019,Legionellosis,2
131,30/6/2019,6/7/2019,Legionellosis,0
132,7/7/2019,13/7/2019,Legionellosis,1
133,14/7/2019,20/7/2019,Legionellosis,0
134,21/7/2019,27/7/2019,Legionellosis,0
135,28/7/2019,3/8/2019,Legionellosis,0
136,4/8/2019,10/8/2019,Legionellosis,0
137,11/8/2019,17/8/2019,Legionellosis,0
138,18/8/2019,24/8/2019,Legionellosis,0
139,25/8/2019,31/8/2019,Legionellosis,0
140,1/9/2019,7/9/2019,Legionellosis,0
141,8/9/2019,14/9/2019,Legionellosis,2
142,15/9/2019,21/9/2019,Legionellosis,0
143,22/9/2019,28/9/2019,Legionellosis,1
144,29/9/2019,5/10/2019,Legionellosis,0
145,6/10/2019,12/10/2019,Legionellosis,0
146,13/10/2019,19/10/2019,Legionellosis,0
147,20/10/2019,26/10/2019,Legionellosis,0
148,27/10/2019,2/11/2019,Legionellosis,0
149,3/11/2019,9/11/2019,Legionellosis,3
150,10/11/2019,16/11/2019,Legionellosis,0
151,17/11/2019,23/11/2019,Legionellosis,0
152,24/11/2019,30/11/2019,Legionellosis,2
153,1/12/2019,7/12/2019,Legionellosis,0
154,8/12/2019,14/12/2019,Legionellosis,0
155,15/12/2019,21/12/2019,Legionellosis,1
156,22/12/2019,28/12/2019,Legionellosis,0
157,29/12/2019,4/1/2020,Legionellosis,0
158,5/1/2020,11/1/2020,Legionellosis,0
159,12/1/2020,18/1/2020,Legionellosis,0
160,19/1/2020,25/1/2020,Legionellosis,1
161,26/1/2020,1/2/2020,Legionellosis,1
162,2/2/2020,8/2/2020,Legionellosis,1
163,9/2/2020,15/2/2020,Legionellosis,0
164,16/2/2020,22/2/2020,Legionellosis,0
165,23/2/2020,29/2/2020,Legionellosis,1
166,1/3/2020,7/3/2020,Legionellosis,0
167,8/3/2020,14/3/2020,Legionellosis,0
168,15/3/2020,21/3/2020,Legionellosis,0
169,22/3/2020,28/3/2020,Legionellosis,1
170,29/3/2020,4/4/2020,Legionellosis,0
171,5/4/2020,11/4/2020,Legionellosis,0
172,12/4/2020,18/4/2020,Legionellosis,0
173,19/4/2020,25/4/2020,Legionellosis,0
174,26/4/2020,2/5/2020,Legionellosis,0
175,3/5/2020,9/5/2020,Legionellosis,0
176,10/5/2020,16/5/2020,Legionellosis,0
177,17/5/2020,23/5/2020,Legionellosis,0
178,24/5/2020,30/5/2020,Legionellosis,0
179,31/5/2020,6/6/2020,Legionellosis,0
180,7/6/2020,13/6/2020,Legionellosis,0
181,14/6/2020,20/6/2020,Legionellosis,0
182,21/6/2020,27/6/2020,Legionellosis,0
183,28/6/2020,4/7/2020,Legionellosis,1
184,5/7/2020,11/7/2020,Legionellosis,0
185,12/7/2020,18/7/2020,Legionellosis,0
186,19/7/2020,25/7/2020,Legionellosis,2
187,26/7/2020,1/8/2020,Legionellosis,0
188,2/8/2020,8/8/2020,Legionellosis,0
189,9/8/2020,15/8/2020,Legionellosis,0
190,16/8/2020,22/8/2020,Legionellosis,1
191,23/8/2020,29/8/2020,Legionellosis,1
192,30/8/2020,5/9/2020,Legionellosis,0
193,6/9/2020,12/9/2020,Legionellosis,1
194,13/9/2020,19/9/2020,Legionellosis,1
195,20/9/2020,26/9/2020,Legionellosis,0
196,27/9/2020,3/10/2020,Legionellosis,0
197,4/10/2020,10/10/2020,Legionellosis,0
198,11/10/2020,17/10/2020,Legionellosis,0
199,18/10/2020,24/10/2020,Legionellosis,0
200,25/10/2020,31/10/2020,Legionellosis,0
201,1/11/2020,7/11/2020,Legionellosis,0
202,8/11/2020,14/11/2020,Legionellosis,0
203,15/11/2020,21/11/2020,Legionellosis,1
204,22/11/2020,28/11/2020,Legionellosis,1
205,29/11/2020,5/12/2020,Legionellosis,0
206,6/12/2020,12/12/2020,Legionellosis,0
207,13/12/2020,19/12/2020,Legionellosis,0
208,20/12/2020,26/12/2020,Legionellosis,1
209,27/12/2020,2/1/2021,Legionellosis,1
1,1/1/2017,7/1/2017,Campylobacter enteritis,7
2,8/1/2017,14/1/2017,Campylobacter enteritis,7
3,15/1/2017,21/1/2017,Campylobacter enteritis,4
4,22/1/2017,28/1/2017,Campylobacter enteritis,11
5,29/1/2017,4/2/2017,Campylobacter enteritis,12
6,5/2/2017,11/2/2017,Campylobacter enteritis,4
7,12/2/2017,18/2/2017,Campylobacter enteritis,3
8,19/2/2017,25/2/2017,Campylobacter enteritis,10
9,26/2/2017,4/3/2017,Campylobacter enteritis,6
10,5/3/2017,11/3/2017,Campylobacter enteritis,8
11,12/3/2017,18/3/2017,Campylobacter enteritis,8
12,19/3/2017,25/3/2017,Campylobacter enteritis,7
13,26/3/2017,1/4/2017,Campylobacter enteritis,7
14,2/4/2017,8/4/2017,Campylobacter enteritis,9
15,9/4/2017,15/4/2017,Campylobacter enteritis,4
16,16/4/2017,22/4/2017,Campylobacter enteritis,8
17,23/4/2017,29/4/2017,Campylobacter enteritis,11
18,30/4/2017,6/5/2017,Campylobacter enteritis,6
19,7/5/2017,13/5/2017,Campylobacter enteritis,9
20,14/5/2017,20/5/2017,Campylobacter enteritis,10
21,21/5/2017,27/5/2017,Campylobacter enteritis,9
22,28/5/2017,3/6/2017,Campylobacter enteritis,7
23,4/6/2017,10/6/2017,Campylobacter enteritis,9
24,11/6/2017,17/6/2017,Campylobacter enteritis,4
25,18/6/2017,24/6/2017,Campylobacter enteritis,5
26,25/6/2017,1/7/2017,Campylobacter enteritis,13
27,2/7/2017,8/7/2017,Campylobacter enteritis,16
28,9/7/2017,15/7/2017,Campylobacter enteritis,8
29,16/7/2017,22/7/2017,Campylobacter enteritis,9
30,23/7/2017,29/7/2017,Campylobacter enteritis,15
31,30/7/2017,5/8/2017,Campylobacter enteritis,13
32,6/8/2017,12/8/2017,Campylobacter enteritis,9
33,13/8/2017,19/8/2017,Campylobacter enteritis,15
34,20/8/2017,26/8/2017,Campylobacter enteritis,7
35,27/8/2017,2/9/2017,Campylobacter enteritis,13
36,3/9/2017,9/9/2017,Campylobacter enteritis,13
37,10/9/2017,16/9/2017,Campylobacter enteritis,11
38,17/9/2017,23/9/2017,Campylobacter enteritis,12
39,24/9/2017,30/9/2017,Campylobacter enteritis,17
40,1/10/2017,7/10/2017,Campylobacter enteritis,10
41,8/10/2017,14/10/2017,Campylobacter enteritis,4
42,15/10/2017,21/10/2017,Campylobacter enteritis,5
43,22/10/2017,28/10/2017,Campylobacter enteritis,13
44,29/10/2017,4/11/2017,Campylobacter enteritis,21
45,5/11/2017,11/11/2017,Campylobacter enteritis,10
46,12/11/2017,18/11/2017,Campylobacter enteritis,9
47,19/11/2017,25/11/2017,Campylobacter enteritis,15
48,26/11/2017,2/12/2017,Campylobacter enteritis,11
49,3/12/2017,9/12/2017,Campylobacter enteritis,12
50,10/12/2017,16/12/2017,Campylobacter enteritis,11
51,17/12/2017,23/12/2017,Campylobacter enteritis,13
52,24/12/2017,30/12/2017,Campylobacter enteritis,5
53,31/12/2017,6/1/2018,Campylobacter enteritis,6
54,7/1/2018,13/1/2018,Campylobacter enteritis,8
55,14/1/2018,20/1/2018,Campylobacter enteritis,4
56,21/1/2018,27/1/2018,Campylobacter enteritis,9
57,28/1/2018,3/2/2018,Campylobacter enteritis,9
58,4/2/2018,10/2/2018,Campylobacter enteritis,4
59,11/2/2018,17/2/2018,Campylobacter enteritis,4
60,18/2/2018,24/2/2018,Campylobacter enteritis,8
61,25/2/2018,3/3/2018,Campylobacter enteritis,4
62,4/3/2018,10/3/2018,Campylobacter enteritis,4
63,11/3/2018,17/3/2018,Campylobacter enteritis,4
64,18/3/2018,24/3/2018,Campylobacter enteritis,12
65,25/3/2018,31/3/2018,Campylobacter enteritis,11
66,1/4/2018,7/4/2018,Campylobacter enteritis,10
67,8/4/2018,14/4/2018,Campylobacter enteritis,13
68,15/4/2018,21/4/2018,Campylobacter enteritis,4
69,22/4/2018,28/4/2018,Campylobacter enteritis,5
70,29/4/2018,5/5/2018,Campylobacter enteritis,6
71,6/5/2018,12/5/2018,Campylobacter enteritis,9
72,13/5/2018,19/5/2018,Campylobacter enteritis,6
73,20/5/2018,26/5/2018,Campylobacter enteritis,7
74,27/5/2018,2/6/2018,Campylobacter enteritis,9
75,3/6/2018,9/6/2018,Campylobacter enteritis,3
76,10/6/2018,16/6/2018,Campylobacter enteritis,10
77,17/6/2018,23/6/2018,Campylobacter enteritis,8
78,24/6/2018,30/6/2018,Campylobacter enteritis,8
79,1/7/2018,7/7/2018,Campylobacter enteritis,8
80,8/7/2018,14/7/2018,Campylobacter enteritis,9
81,15/7/2018,21/7/2018,Campylobacter enteritis,7
82,22/7/2018,28/7/2018,Campylobacter enteritis,7
83,29/7/2018,4/8/2018,Campylobacter enteritis,13
84,5/8/2018,11/8/2018,Campylobacter enteritis,11
85,12/8/2018,18/8/2018,Campylobacter enteritis,12
86,19/8/2018,25/8/2018,Campylobacter enteritis,7
87,26/8/2018,1/9/2018,Campylobacter enteritis,9
88,2/9/2018,8/9/2018,Campylobacter enteritis,4
89,9/9/2018,15/9/2018,Campylobacter enteritis,13
90,16/9/2018,22/9/2018,Campylobacter enteritis,12
91,23/9/2018,29/9/2018,Campylobacter enteritis,11
92,30/9/2018,6/10/2018,Campylobacter enteritis,8
93,7/10/2018,13/10/2018,Campylobacter enteritis,8
94,14/10/2018,20/10/2018,Campylobacter enteritis,8
95,21/10/2018,27/10/2018,Campylobacter enteritis,10
96,28/10/2018,3/11/2018,Campylobacter enteritis,6
97,4/11/2018,10/11/2018,Campylobacter enteritis,11
98,11/11/2018,17/11/2018,Campylobacter enteritis,12
99,18/11/2018,24/11/2018,Campylobacter enteritis,9
100,25/11/2018,1/12/2018,Campylobacter enteritis,11
101,2/12/2018,8/12/2018,Campylobacter enteritis,7
102,9/12/2018,15/12/2018,Campylobacter enteritis,9
103,16/12/2018,22/12/2018,Campylobacter enteritis,15
104,23/12/2018,29/12/2018,Campylobacter enteritis,5
105,30/12/2018,5/1/2019,Campylobacter enteritis,5
106,6/1/2019,12/1/2019,Campylobacter enteritis,5
107,13/1/2019,19/1/2019,Campylobacter enteritis,10
108,20/1/2019,26/1/2019,Campylobacter enteritis,7
109,27/1/2019,2/2/2019,Campylobacter enteritis,6
110,3/2/2019,9/2/2019,Campylobacter enteritis,6
111,10/2/2019,16/2/2019,Campylobacter enteritis,20
112,17/2/2019,23/2/2019,Campylobacter enteritis,9
113,24/2/2019,2/3/2019,Campylobacter enteritis,10
114,3/3/2019,9/3/2019,Campylobacter enteritis,8
115,10/3/2019,16/3/2019,Campylobacter enteritis,11
116,17/3/2019,23/3/2019,Campylobacter enteritis,9
117,24/3/2019,30/3/2019,Campylobacter enteritis,6
118,31/3/2019,6/4/2019,Campylobacter enteritis,7
119,7/4/2019,13/4/2019,Campylobacter enteritis,7
120,14/4/2019,20/4/2019,Campylobacter enteritis,2
121,21/4/2019,27/4/2019,Campylobacter enteritis,13
122,28/4/2019,4/5/2019,Campylobacter enteritis,5
123,5/5/2019,11/5/2019,Campylobacter enteritis,15
124,12/5/2019,18/5/2019,Campylobacter enteritis,11
125,19/5/2019,25/5/2019,Campylobacter enteritis,12
126,26/5/2019,1/6/2019,Campylobacter enteritis,9
127,2/6/2019,8/6/2019,Campylobacter enteritis,14
128,9/6/2019,15/6/2019,Campylobacter enteritis,17
129,16/6/2019,22/6/2019,Campylobacter enteritis,16
130,23/6/2019,29/6/2019,Campylobacter enteritis,6
131,30/6/2019,6/7/2019,Campylobacter enteritis,12
132,7/7/2019,13/7/2019,Campylobacter enteritis,8
133,14/7/2019,20/7/2019,Campylobacter enteritis,12
134,21/7/2019,27/7/2019,Campylobacter enteritis,7
135,28/7/2019,3/8/2019,Campylobacter enteritis,7
136,4/8/2019,10/8/2019,Campylobacter enteritis,5
137,11/8/2019,17/8/2019,Campylobacter enteritis,19
138,18/8/2019,24/8/2019,Campylobacter enteritis,9
139,25/8/2019,31/8/2019,Campylobacter enteritis,7
140,1/9/2019,7/9/2019,Campylobacter enteritis,6
141,8/9/2019,14/9/2019,Campylobacter enteritis,8
142,15/9/2019,21/9/2019,Campylobacter enteritis,9
143,22/9/2019,28/9/2019,Campylobacter enteritis,6
144,29/9/2019,5/10/2019,Campylobacter enteritis,6
145,6/10/2019,12/10/2019,Campylobacter enteritis,8
146,13/10/2019,19/10/2019,Campylobacter enteritis,14
147,20/10/2019,26/10/2019,Campylobacter enteritis,4
148,27/10/2019,2/11/2019,Campylobacter enteritis,6
149,3/11/2019,9/11/2019,Campylobacter enteritis,20
150,10/11/2019,16/11/2019,Campylobacter enteritis,9
151,17/11/2019,23/11/2019,Campylobacter enteritis,11
152,24/11/2019,30/11/2019,Campylobacter enteritis,10
153,1/12/2019,7/12/2019,Campylobacter enteritis,8
154,8/12/2019,14/12/2019,Campylobacter enteritis,3
155,15/12/2019,21/12/2019,Campylobacter enteritis,5
156,22/12/2019,28/12/2019,Campylobacter enteritis,19
157,29/12/2019,4/1/2020,Campylobacter enteritis,15
158,5/1/2020,11/1/2020,Campylobacter enteritis,9
159,12/1/2020,18/1/2020,Campylobacter enteritis,8
160,19/1/2020,25/1/2020,Campylobacter enteritis,10
161,26/1/2020,1/2/2020,Campylobacter enteritis,6
162,2/2/2020,8/2/2020,Campylobacter enteritis,9
163,9/2/2020,15/2/2020,Campylobacter enteritis,7
164,16/2/2020,22/2/2020,Campylobacter enteritis,9
165,23/2/2020,29/2/2020,Campylobacter enteritis,3
166,1/3/2020,7/3/2020,Campylobacter enteritis,8
167,8/3/2020,14/3/2020,Campylobacter enteritis,7
168,15/3/2020,21/3/2020,Campylobacter enteritis,9
169,22/3/2020,28/3/2020,Campylobacter enteritis,4
170,29/3/2020,4/4/2020,Campylobacter enteritis,11
171,5/4/2020,11/4/2020,Campylobacter enteritis,5
172,12/4/2020,18/4/2020,Campylobacter enteritis,9
173,19/4/2020,25/4/2020,Campylobacter enteritis,6
174,26/4/2020,2/5/2020,Campylobacter enteritis,4
175,3/5/2020,9/5/2020,Campylobacter enteritis,4
176,10/5/2020,16/5/2020,Campylobacter enteritis,8
177,17/5/2020,23/5/2020,Campylobacter enteritis,3
178,24/5/2020,30/5/2020,Campylobacter enteritis,8
179,31/5/2020,6/6/2020,Campylobacter enteritis,12
180,7/6/2020,13/6/2020,Campylobacter enteritis,8
181,14/6/2020,20/6/2020,Campylobacter enteritis,8
182,21/6/2020,27/6/2020,Campylobacter enteritis,9
183,28/6/2020,4/7/2020,Campylobacter enteritis,14
184,5/7/2020,11/7/2020,Campylobacter enteritis,7
185,12/7/2020,18/7/2020,Campylobacter enteritis,14
186,19/7/2020,25/7/2020,Campylobacter enteritis,10
187,26/7/2020,1/8/2020,Campylobacter enteritis,9
188,2/8/2020,8/8/2020,Campylobacter enteritis,18
189,9/8/2020,15/8/2020,Campylobacter enteritis,18
190,16/8/2020,22/8/2020,Campylobacter enteritis,8
191,23/8/2020,29/8/2020,Campylobacter enteritis,10
192,30/8/2020,5/9/2020,Campylobacter enteritis,12
193,6/9/2020,12/9/2020,Campylobacter enteritis,10
194,13/9/2020,19/9/2020,Campylobacter enteritis,11
195,20/9/2020,26/9/2020,Campylobacter enteritis,7
196,27/9/2020,3/10/2020,Campylobacter enteritis,8
197,4/10/2020,10/10/2020,Campylobacter enteritis,9
198,11/10/2020,17/10/2020,Campylobacter enteritis,17
199,18/10/2020,24/10/2020,Campylobacter enteritis,11
200,25/10/2020,31/10/2020,Campylobacter enteritis,14
201,1/11/2020,7/11/2020,Campylobacter enteritis,14
202,8/11/2020,14/11/2020,Campylobacter enteritis,7
203,15/11/2020,21/11/2020,Campylobacter enteritis,11
204,22/11/2020,28/11/2020,Campylobacter enteritis,7
205,29/11/2020,5/12/2020,Campylobacter enteritis,16
206,6/12/2020,12/12/2020,Campylobacter enteritis,10
207,13/12/2020,19/12/2020,Campylobacter enteritis,10
208,20/12/2020,26/12/2020,Campylobacter enteritis,8
209,27/12/2020,2/1/2021,Campylobacter enteritis,19
1,1/1/2017,7/1/2017,Acute Viral hepatitis C,1
2,8/1/2017,14/1/2017,Acute Viral hepatitis C,0
3,15/1/2017,21/1/2017,Acute Viral hepatitis C,0
4,22/1/2017,28/1/2017,Acute Viral hepatitis C,0
5,29/1/2017,4/2/2017,Acute Viral hepatitis C,1
6,5/2/2017,11/2/2017,Acute Viral hepatitis C,0
7,12/2/2017,18/2/2017,Acute Viral hepatitis C,1
8,19/2/2017,25/2/2017,Acute Viral hepatitis C,1
9,26/2/2017,4/3/2017,Acute Viral hepatitis C,0
10,5/3/2017,11/3/2017,Acute Viral hepatitis C,0
11,12/3/2017,18/3/2017,Acute Viral hepatitis C,0
12,19/3/2017,25/3/2017,Acute Viral hepatitis C,0
13,26/3/2017,1/4/2017,Acute Viral hepatitis C,0
14,2/4/2017,8/4/2017,Acute Viral hepatitis C,0
15,9/4/2017,15/4/2017,Acute Viral hepatitis C,0
16,16/4/2017,22/4/2017,Acute Viral hepatitis C,1
17,23/4/2017,29/4/2017,Acute Viral hepatitis C,0
18,30/4/2017,6/5/2017,Acute Viral hepatitis C,0
19,7/5/2017,13/5/2017,Acute Viral hepatitis C,0
20,14/5/2017,20/5/2017,Acute Viral hepatitis C,0
21,21/5/2017,27/5/2017,Acute Viral hepatitis C,0
22,28/5/2017,3/6/2017,Acute Viral hepatitis C,0
23,4/6/2017,10/6/2017,Acute Viral hepatitis C,1
24,11/6/2017,17/6/2017,Acute Viral hepatitis C,0
25,18/6/2017,24/6/2017,Acute Viral hepatitis C,0
26,25/6/2017,1/7/2017,Acute Viral hepatitis C,1
27,2/7/2017,8/7/2017,Acute Viral hepatitis C,0
28,9/7/2017,15/7/2017,Acute Viral hepatitis C,1
29,16/7/2017,22/7/2017,Acute Viral hepatitis C,2
30,23/7/2017,29/7/2017,Acute Viral hepatitis C,0
31,30/7/2017,5/8/2017,Acute Viral hepatitis C,0
32,6/8/2017,12/8/2017,Acute Viral hepatitis C,0
33,13/8/2017,19/8/2017,Acute Viral hepatitis C,0
34,20/8/2017,26/8/2017,Acute Viral hepatitis C,1
35,27/8/2017,2/9/2017,Acute Viral hepatitis C,0
36,3/9/2017,9/9/2017,Acute Viral hepatitis C,2
37,10/9/2017,16/9/2017,Acute Viral hepatitis C,0
38,17/9/2017,23/9/2017,Acute Viral hepatitis C,0
39,24/9/2017,30/9/2017,Acute Viral hepatitis C,0
40,1/10/2017,7/10/2017,Acute Viral hepatitis C,1
41,8/10/2017,14/10/2017,Acute Viral hepatitis C,1
42,15/10/2017,21/10/2017,Acute Viral hepatitis C,1
43,22/10/2017,28/10/2017,Acute Viral hepatitis C,1
44,29/10/2017,4/11/2017,Acute Viral hepatitis C,0
45,5/11/2017,11/11/2017,Acute Viral hepatitis C,0
46,12/11/2017,18/11/2017,Acute Viral hepatitis C,0
47,19/11/2017,25/11/2017,Acute Viral hepatitis C,1
48,26/11/2017,2/12/2017,Acute Viral hepatitis C,1
49,3/12/2017,9/12/2017,Acute Viral hepatitis C,0
50,10/12/2017,16/12/2017,Acute Viral hepatitis C,2
51,17/12/2017,23/12/2017,Acute Viral hepatitis C,0
52,24/12/2017,30/12/2017,Acute Viral hepatitis C,1
53,31/12/2017,6/1/2018,Acute Viral hepatitis C,0
