Country Name,Indicator Name,Year,Death Rate
Small states,"Death rate, crude (per 1,000 people)",1985,9.933806742
Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1985,11.381
Suriname,"Death rate, crude (per 1,000 people)",1985,8.403
Slovak Republic,"Death rate, crude (per 1,000 people)",1985,10.2
Slovenia,"Death rate, crude (per 1,000 people)",1985,10.2
Sweden,"Death rate, crude (per 1,000 people)",1985,11.3
Eswatini,"Death rate, crude (per 1,000 people)",1985,8.802
Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1985,3.844
Seychelles,"Death rate, crude (per 1,000 people)",1985,7.2
Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1985,5.424
Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1985,6.3
Chad,"Death rate, crude (per 1,000 people)",1985,20.723
East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1985,7.278428205
Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1985,10.29043992
Togo,"Death rate, crude (per 1,000 people)",1985,13.546
Thailand,"Death rate, crude (per 1,000 people)",1985,6.153
Tajikistan,"Death rate, crude (per 1,000 people)",1985,10.375
Turkmenistan,"Death rate, crude (per 1,000 people)",1985,9.318
Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1985,7.620014197
Timor-Leste,"Death rate, crude (per 1,000 people)",1985,28.543
Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1985,9.080944572
Tonga,"Death rate, crude (per 1,000 people)",1985,6.784
South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1985,12.31692835
Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1985,17.53762474
Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1985,7.004
Tunisia,"Death rate, crude (per 1,000 people)",1985,6.481
Turkiye,"Death rate, crude (per 1,000 people)",1985,8.015
Tuvalu,"Death rate, crude (per 1,000 people)",1985,10.286
Tanzania,"Death rate, crude (per 1,000 people)",1985,14.974
Uganda,"Death rate, crude (per 1,000 people)",1985,18.874
Ukraine,"Death rate, crude (per 1,000 people)",1985,12.135
Upper middle income,"Death rate, crude (per 1,000 people)",1985,7.425432798
Uruguay,"Death rate, crude (per 1,000 people)",1985,9.423
United States,"Death rate, crude (per 1,000 people)",1985,8.7
Uzbekistan,"Death rate, crude (per 1,000 people)",1985,7.2
St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1985,6.135
"Venezuela, RB","Death rate, crude (per 1,000 people)",1985,4.879
British Virgin Islands,"Death rate, crude (per 1,000 people)",1985,5.09
Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1985,5.0
Viet Nam,"Death rate, crude (per 1,000 people)",1985,7.554
Vanuatu,"Death rate, crude (per 1,000 people)",1985,7.68
World,"Death rate, crude (per 1,000 people)",1985,9.922474523
Samoa,"Death rate, crude (per 1,000 people)",1985,6.229
Kosovo,"Death rate, crude (per 1,000 people)",1985,6.002
"Yemen, Rep.","Death rate, crude (per 1,000 people)",1985,13.592
South Africa,"Death rate, crude (per 1,000 people)",1985,8.715
Zambia,"Death rate, crude (per 1,000 people)",1985,14.602
Zimbabwe,"Death rate, crude (per 1,000 people)",1985,8.492
Aruba,"Death rate, crude (per 1,000 people)",1986,6.69
Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1986,16.77168748
Afghanistan,"Death rate, crude (per 1,000 people)",1986,23.705
Africa Western and Central,"Death rate, crude (per 1,000 people)",1986,17.8180106
Angola,"Death rate, crude (per 1,000 people)",1986,21.429
Albania,"Death rate, crude (per 1,000 people)",1986,5.73
Andorra,"Death rate, crude (per 1,000 people)",1986,
Arab World,"Death rate, crude (per 1,000 people)",1986,9.33111189
United Arab Emirates,"Death rate, crude (per 1,000 people)",1986,3.058
Argentina,"Death rate, crude (per 1,000 people)",1986,8.34
Armenia,"Death rate, crude (per 1,000 people)",1986,7.566
American Samoa,"Death rate, crude (per 1,000 people)",1986,
Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1986,7.196
Australia,"Death rate, crude (per 1,000 people)",1986,7.3
Austria,"Death rate, crude (per 1,000 people)",1986,11.5
Azerbaijan,"Death rate, crude (per 1,000 people)",1986,6.7
Burundi,"Death rate, crude (per 1,000 people)",1986,17.269
Belgium,"Death rate, crude (per 1,000 people)",1986,11.3
Benin,"Death rate, crude (per 1,000 people)",1986,16.451
Burkina Faso,"Death rate, crude (per 1,000 people)",1986,17.809
Bangladesh,"Death rate, crude (per 1,000 people)",1986,13.217
Bulgaria,"Death rate, crude (per 1,000 people)",1986,11.6
Bahrain,"Death rate, crude (per 1,000 people)",1986,3.369
"Bahamas, The","Death rate, crude (per 1,000 people)",1986,6.036
Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1986,7.473
Belarus,"Death rate, crude (per 1,000 people)",1986,9.7
Belize,"Death rate, crude (per 1,000 people)",1986,6.04
Bermuda,"Death rate, crude (per 1,000 people)",1986,
Bolivia,"Death rate, crude (per 1,000 people)",1986,13.461
Brazil,"Death rate, crude (per 1,000 people)",1986,7.615
Barbados,"Death rate, crude (per 1,000 people)",1986,9.109
Brunei Darussalam,"Death rate, crude (per 1,000 people)",1986,4.089
Bhutan,"Death rate, crude (per 1,000 people)",1986,13.431
Botswana,"Death rate, crude (per 1,000 people)",1986,7.366
Central African Republic,"Death rate, crude (per 1,000 people)",1986,16.126
Canada,"Death rate, crude (per 1,000 people)",1986,7.2
Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1986,11.04272946
Switzerland,"Death rate, crude (per 1,000 people)",1986,9.2
Channel Islands,"Death rate, crude (per 1,000 people)",1986,10.77087413
Chile,"Death rate, crude (per 1,000 people)",1986,5.54
China,"Death rate, crude (per 1,000 people)",1986,6.86
Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1986,13.753
Cameroon,"Death rate, crude (per 1,000 people)",1986,13.867
"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1986,17.994
"Congo, Rep.","Death rate, crude (per 1,000 people)",1986,10.531
Colombia,"Death rate, crude (per 1,000 people)",1986,5.788
Comoros,"Death rate, crude (per 1,000 people)",1986,14.32
Cabo Verde,"Death rate, crude (per 1,000 people)",1986,9.597
Costa Rica,"Death rate, crude (per 1,000 people)",1986,3.935
Caribbean small states,"Death rate, crude (per 1,000 people)",1986,7.822708729
Cuba,"Death rate, crude (per 1,000 people)",1986,6.484
Curacao,"Death rate, crude (per 1,000 people)",1986,6.645
Cayman Islands,"Death rate, crude (per 1,000 people)",1986,6.0
Cyprus,"Death rate, crude (per 1,000 people)",1986,9.069
Czechia,"Death rate, crude (per 1,000 people)",1986,12.8
Germany,"Death rate, crude (per 1,000 people)",1986,11.9
Djibouti,"Death rate, crude (per 1,000 people)",1986,12.368
Dominica,"Death rate, crude (per 1,000 people)",1986,8.212
Denmark,"Death rate, crude (per 1,000 people)",1986,11.3
Dominican Republic,"Death rate, crude (per 1,000 people)",1986,6.941
Algeria,"Death rate, crude (per 1,000 people)",1986,6.818
East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1986,7.26214746
Early-demographic dividend,"Death rate, crude (per 1,000 people)",1986,10.81573152
East Asia & Pacific,"Death rate, crude (per 1,000 people)",1986,7.112602483
Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1986,8.867855892
Europe & Central Asia,"Death rate, crude (per 1,000 people)",1986,10.09441573
Ecuador,"Death rate, crude (per 1,000 people)",1986,6.655
"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1986,9.944
Euro area,"Death rate, crude (per 1,000 people)",1986,10.09718139
Eritrea,"Death rate, crude (per 1,000 people)",1986,17.161
Spain,"Death rate, crude (per 1,000 people)",1986,8.0
Estonia,"Death rate, crude (per 1,000 people)",1986,11.7
Ethiopia,"Death rate, crude (per 1,000 people)",1986,26.357
European Union,"Death rate, crude (per 1,000 people)",1986,10.35482107
Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1986,16.13752667
Finland,"Death rate, crude (per 1,000 people)",1986,9.6
Fiji,"Death rate, crude (per 1,000 people)",1986,6.361
France,"Death rate, crude (per 1,000 people)",1986,9.7
Faroe Islands,"Death rate, crude (per 1,000 people)",1986,8.1
"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1986,6.354
Gabon,"Death rate, crude (per 1,000 people)",1986,12.264
United Kingdom,"Death rate, crude (per 1,000 people)",1986,11.7
Georgia,"Death rate, crude (per 1,000 people)",1986,9.998
Ghana,"Death rate, crude (per 1,000 people)",1986,13.294
Gibraltar,"Death rate, crude (per 1,000 people)",1986,7.001
Guinea,"Death rate, crude (per 1,000 people)",1986,20.378
"Gambia, The","Death rate, crude (per 1,000 people)",1986,18.115
Guinea-Bissau,"Death rate, crude (per 1,000 people)",1986,22.155
Equatorial Guinea,"Death rate, crude (per 1,000 people)",1986,16.949
Greece,"Death rate, crude (per 1,000 people)",1986,9.2
Grenada,"Death rate, crude (per 1,000 people)",1986,7.535
Greenland,"Death rate, crude (per 1,000 people)",1986,8.3
Guatemala,"Death rate, crude (per 1,000 people)",1986,9.445
Guam,"Death rate, crude (per 1,000 people)",1986,4.493
Guyana,"Death rate, crude (per 1,000 people)",1986,8.509
High income,"Death rate, crude (per 1,000 people)",1986,9.03596878
"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1986,4.7
Honduras,"Death rate, crude (per 1,000 people)",1986,8.056
Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1986,18.14510099
Croatia,"Death rate, crude (per 1,000 people)",1986,11.0
Haiti,"Death rate, crude (per 1,000 people)",1986,14.976
Hungary,"Death rate, crude (per 1,000 people)",1986,13.8
IBRD only,"Death rate, crude (per 1,000 people)",1986,8.75339281
IDA & IBRD total,"Death rate, crude (per 1,000 people)",1986,9.984727788
IDA total,"Death rate, crude (per 1,000 people)",1986,15.06243858
IDA blend,"Death rate, crude (per 1,000 people)",1986,13.31875363
Indonesia,"Death rate, crude (per 1,000 people)",1986,8.706
IDA only,"Death rate, crude (per 1,000 people)",1986,15.90067173
Isle of Man,"Death rate, crude (per 1,000 people)",1986,16.176
India,"Death rate, crude (per 1,000 people)",1986,11.82
Not classified,"Death rate, crude (per 1,000 people)",1986,
Ireland,"Death rate, crude (per 1,000 people)",1986,9.5
"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1986,8.373
Iraq,"Death rate, crude (per 1,000 people)",1986,9.211
Iceland,"Death rate, crude (per 1,000 people)",1986,6.6
Israel,"Death rate, crude (per 1,000 people)",1986,6.8
Italy,"Death rate, crude (per 1,000 people)",1986,9.6
Jamaica,"Death rate, crude (per 1,000 people)",1986,7.417
Jordan,"Death rate, crude (per 1,000 people)",1986,4.923
Japan,"Death rate, crude (per 1,000 people)",1986,6.2
Kazakhstan,"Death rate, crude (per 1,000 people)",1986,7.4
Kenya,"Death rate, crude (per 1,000 people)",1986,8.818
Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1986,9.161
Cambodia,"Death rate, crude (per 1,000 people)",1986,14.902
Kiribati,"Death rate, crude (per 1,000 people)",1986,10.411
St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1986,11.738
"Korea, Rep.","Death rate, crude (per 1,000 people)",1986,5.8
Kuwait,"Death rate, crude (per 1,000 people)",1986,2.3
Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1986,7.529211245
Lao PDR,"Death rate, crude (per 1,000 people)",1986,14.943
Lebanon,"Death rate, crude (per 1,000 people)",1986,9.432
Liberia,"Death rate, crude (per 1,000 people)",1986,19.432
Libya,"Death rate, crude (per 1,000 people)",1986,5.319
St. Lucia,"Death rate, crude (per 1,000 people)",1986,5.915
Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1986,7.345891551
Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1986,17.08671711
Low income,"Death rate, crude (per 1,000 people)",1986,18.43372805
Liechtenstein,"Death rate, crude (per 1,000 people)",1986,6.9
Sri Lanka,"Death rate, crude (per 1,000 people)",1986,5.738
Lower middle income,"Death rate, crude (per 1,000 people)",1986,11.86818132
Low & middle income,"Death rate, crude (per 1,000 people)",1986,9.970832737
Lesotho,"Death rate, crude (per 1,000 people)",1986,10.136
Late-demographic dividend,"Death rate, crude (per 1,000 people)",1986,7.349440143
Lithuania,"Death rate, crude (per 1,000 people)",1986,10.0
Luxembourg,"Death rate, crude (per 1,000 people)",1986,10.8
Latvia,"Death rate, crude (per 1,000 people)",1986,12.0
"Macao SAR, China","Death rate, crude (per 1,000 people)",1986,5.327
St. Martin (French part),"Death rate, crude (per 1,000 people)",1986,3.068
Morocco,"Death rate, crude (per 1,000 people)",1986,8.944
Monaco,"Death rate, crude (per 1,000 people)",1986,
Moldova,"Death rate, crude (per 1,000 people)",1986,10.321
Madagascar,"Death rate, crude (per 1,000 people)",1986,15.791
Maldives,"Death rate, crude (per 1,000 people)",1986,9.771
Middle East & North Africa,"Death rate, crude (per 1,000 people)",1986,8.383829241
Mexico,"Death rate, crude (per 1,000 people)",1986,6.186
Marshall Islands,"Death rate, crude (per 1,000 people)",1986,7.789
Middle income,"Death rate, crude (per 1,000 people)",1986,9.341441717
North Macedonia,"Death rate, crude (per 1,000 people)",1986,7.376
Mali,"Death rate, crude (per 1,000 people)",1986,21.589
Malta,"Death rate, crude (per 1,000 people)",1986,8.3
Myanmar,"Death rate, crude (per 1,000 people)",1986,12.017
Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1986,8.717968296
Montenegro,"Death rate, crude (per 1,000 people)",1986,6.727
Mongolia,"Death rate, crude (per 1,000 people)",1986,12.169
Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1986,
Mozambique,"Death rate, crude (per 1,000 people)",1986,22.76
Mauritania,"Death rate, crude (per 1,000 people)",1986,10.644
Mauritius,"Death rate, crude (per 1,000 people)",1986,6.6
Malawi,"Death rate, crude (per 1,000 people)",1986,22.032
Malaysia,"Death rate, crude (per 1,000 people)",1986,4.79
North America,"Death rate, crude (per 1,000 people)",1986,8.552946945
Namibia,"Death rate, crude (per 1,000 people)",1986,9.815
New Caledonia,"Death rate, crude (per 1,000 people)",1986,5.7
Niger,"Death rate, crude (per 1,000 people)",1986,25.756
Nigeria,"Death rate, crude (per 1,000 people)",1986,18.928
Nicaragua,"Death rate, crude (per 1,000 people)",1986,9.807
Netherlands,"Death rate, crude (per 1,000 people)",1986,8.6
Norway,"Death rate, crude (per 1,000 people)",1986,10.5
Nepal,"Death rate, crude (per 1,000 people)",1986,14.723
Nauru,"Death rate, crude (per 1,000 people)",1986,9.103
New Zealand,"Death rate, crude (per 1,000 people)",1986,8.25
OECD members,"Death rate, crude (per 1,000 people)",1986,8.617590516
Oman,"Death rate, crude (per 1,000 people)",1986,6.358
Other small states,"Death rate, crude (per 1,000 people)",1986,10.73368248
Pakistan,"Death rate, crude (per 1,000 people)",1986,11.257
Panama,"Death rate, crude (per 1,000 people)",1986,5.416
Peru,"Death rate, crude (per 1,000 people)",1986,8.876
Philippines,"Death rate, crude (per 1,000 people)",1986,7.675
Palau,"Death rate, crude (per 1,000 people)",1986,
Papua New Guinea,"Death rate, crude (per 1,000 people)",1986,8.421
Poland,"Death rate, crude (per 1,000 people)",1986,10.1
Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1986,17.40497866
Puerto Rico,"Death rate, crude (per 1,000 people)",1986,7.2
"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1986,5.649
Portugal,"Death rate, crude (per 1,000 people)",1986,9.5
Paraguay,"Death rate, crude (per 1,000 people)",1986,7.145
West Bank and Gaza,"Death rate, crude (per 1,000 people)",1986,
Pacific island small states,"Death rate, crude (per 1,000 people)",1986,6.870025651
Post-demographic dividend,"Death rate, crude (per 1,000 people)",1986,9.052306545
French Polynesia,"Death rate, crude (per 1,000 people)",1986,3.638
Qatar,"Death rate, crude (per 1,000 people)",1986,2.541
Romania,"Death rate, crude (per 1,000 people)",1986,10.6
Russian Federation,"Death rate, crude (per 1,000 people)",1986,10.4
Rwanda,"Death rate, crude (per 1,000 people)",1986,14.431
South Asia,"Death rate, crude (per 1,000 people)",1986,11.97164719
Saudi Arabia,"Death rate, crude (per 1,000 people)",1986,5.887
Sudan,"Death rate, crude (per 1,000 people)",1986,14.094
Senegal,"Death rate, crude (per 1,000 people)",1986,13.487
Singapore,"Death rate, crude (per 1,000 people)",1986,4.6
Solomon Islands,"Death rate, crude (per 1,000 people)",1986,7.401
Sierra Leone,"Death rate, crude (per 1,000 people)",1986,21.837
El Salvador,"Death rate, crude (per 1,000 people)",1986,10.059
San Marino,"Death rate, crude (per 1,000 people)",1986,
Somalia,"Death rate, crude (per 1,000 people)",1986,17.646
Serbia,"Death rate, crude (per 1,000 people)",1986,11.063
Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1986,17.19388703
South Sudan,"Death rate, crude (per 1,000 people)",1986,30.275
Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1986,17.19252298
Small states,"Death rate, crude (per 1,000 people)",1986,9.686964724
Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1986,12.431
Suriname,"Death rate, crude (per 1,000 people)",1986,8.361
Slovak Republic,"Death rate, crude (per 1,000 people)",1986,10.2
Slovenia,"Death rate, crude (per 1,000 people)",1986,9.9
Sweden,"Death rate, crude (per 1,000 people)",1986,11.1
Eswatini,"Death rate, crude (per 1,000 people)",1986,8.349
Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1986,3.827
Seychelles,"Death rate, crude (per 1,000 people)",1986,7.6
Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1986,5.215
Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1986,6.079
Chad,"Death rate, crude (per 1,000 people)",1986,20.423
East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1986,7.283575085
Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1986,9.69492175
Togo,"Death rate, crude (per 1,000 people)",1986,13.319
Thailand,"Death rate, crude (per 1,000 people)",1986,5.935
Tajikistan,"Death rate, crude (per 1,000 people)",1986,10.269
Turkmenistan,"Death rate, crude (per 1,000 people)",1986,9.1
Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1986,7.371868915
Timor-Leste,"Death rate, crude (per 1,000 people)",1986,28.068
Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1986,8.717968296
Tonga,"Death rate, crude (per 1,000 people)",1986,6.828
South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1986,11.97164719
Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1986,17.19252298
Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1986,6.657
Tunisia,"Death rate, crude (per 1,000 people)",1986,6.242
Turkiye,"Death rate, crude (per 1,000 people)",1986,7.737
Tuvalu,"Death rate, crude (per 1,000 people)",1986,10.363
Tanzania,"Death rate, crude (per 1,000 people)",1986,14.796
Uganda,"Death rate, crude (per 1,000 people)",1986,18.923
Ukraine,"Death rate, crude (per 1,000 people)",1986,11.1
Upper middle income,"Death rate, crude (per 1,000 people)",1986,7.32846957
Uruguay,"Death rate, crude (per 1,000 people)",1986,9.41
United States,"Death rate, crude (per 1,000 people)",1986,8.7
Uzbekistan,"Death rate, crude (per 1,000 people)",1986,7.1
St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1986,6.119
"Venezuela, RB","Death rate, crude (per 1,000 people)",1986,4.776
British Virgin Islands,"Death rate, crude (per 1,000 people)",1986,4.935
Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1986,5.0
Viet Nam,"Death rate, crude (per 1,000 people)",1986,7.358
Vanuatu,"Death rate, crude (per 1,000 people)",1986,7.315
World,"Death rate, crude (per 1,000 people)",1986,9.733749862
Samoa,"Death rate, crude (per 1,000 people)",1986,6.198
Kosovo,"Death rate, crude (per 1,000 people)",1986,5.856
"Yemen, Rep.","Death rate, crude (per 1,000 people)",1986,14.067
South Africa,"Death rate, crude (per 1,000 people)",1986,8.517
Zambia,"Death rate, crude (per 1,000 people)",1986,15.053
Zimbabwe,"Death rate, crude (per 1,000 people)",1986,8.17
Aruba,"Death rate, crude (per 1,000 people)",1987,6.78
Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1987,16.34494678
Afghanistan,"Death rate, crude (per 1,000 people)",1987,23.285
Africa Western and Central,"Death rate, crude (per 1,000 people)",1987,17.62185114
Angola,"Death rate, crude (per 1,000 people)",1987,22.934
Albania,"Death rate, crude (per 1,000 people)",1987,5.627
Andorra,"Death rate, crude (per 1,000 people)",1987,
Arab World,"Death rate, crude (per 1,000 people)",1987,9.443909822
United Arab Emirates,"Death rate, crude (per 1,000 people)",1987,2.864
Argentina,"Death rate, crude (per 1,000 people)",1987,8.157
Armenia,"Death rate, crude (per 1,000 people)",1987,7.743
American Samoa,"Death rate, crude (per 1,000 people)",1987,
Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1987,7.327
Australia,"Death rate, crude (per 1,000 people)",1987,7.5
Austria,"Death rate, crude (per 1,000 people)",1987,11.2
Azerbaijan,"Death rate, crude (per 1,000 people)",1987,6.7
Burundi,"Death rate, crude (per 1,000 people)",1987,17.569
Belgium,"Death rate, crude (per 1,000 people)",1987,10.7
Benin,"Death rate, crude (per 1,000 people)",1987,16.01
Burkina Faso,"Death rate, crude (per 1,000 people)",1987,17.668
Bangladesh,"Death rate, crude (per 1,000 people)",1987,12.77
Bulgaria,"Death rate, crude (per 1,000 people)",1987,12.0
Bahrain,"Death rate, crude (per 1,000 people)",1987,3.331
"Bahamas, The","Death rate, crude (per 1,000 people)",1987,6.225
Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1987,7.363
Belarus,"Death rate, crude (per 1,000 people)",1987,9.9
Belize,"Death rate, crude (per 1,000 people)",1987,5.821
Bermuda,"Death rate, crude (per 1,000 people)",1987,
Bolivia,"Death rate, crude (per 1,000 people)",1987,13.107
Brazil,"Death rate, crude (per 1,000 people)",1987,7.447
Barbados,"Death rate, crude (per 1,000 people)",1987,9.236
Brunei Darussalam,"Death rate, crude (per 1,000 people)",1987,4.041
Bhutan,"Death rate, crude (per 1,000 people)",1987,12.921
Botswana,"Death rate, crude (per 1,000 people)",1987,7.345
Central African Republic,"Death rate, crude (per 1,000 people)",1987,16.09
Canada,"Death rate, crude (per 1,000 people)",1987,7.2
Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1987,11.10447364
Switzerland,"Death rate, crude (per 1,000 people)",1987,9.3
Channel Islands,"Death rate, crude (per 1,000 people)",1987,10.06869019
Chile,"Death rate, crude (per 1,000 people)",1987,5.327
China,"Death rate, crude (per 1,000 people)",1987,6.72
Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1987,13.579
Cameroon,"Death rate, crude (per 1,000 people)",1987,13.408
"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1987,17.727
"Congo, Rep.","Death rate, crude (per 1,000 people)",1987,10.545
Colombia,"Death rate, crude (per 1,000 people)",1987,5.829
Comoros,"Death rate, crude (per 1,000 people)",1987,14.016
Cabo Verde,"Death rate, crude (per 1,000 people)",1987,9.229
Costa Rica,"Death rate, crude (per 1,000 people)",1987,3.902
Caribbean small states,"Death rate, crude (per 1,000 people)",1987,7.811646504
Cuba,"Death rate, crude (per 1,000 people)",1987,6.557
Curacao,"Death rate, crude (per 1,000 people)",1987,6.658
Cayman Islands,"Death rate, crude (per 1,000 people)",1987,4.6
Cyprus,"Death rate, crude (per 1,000 people)",1987,8.797
Czechia,"Death rate, crude (per 1,000 people)",1987,12.3
Germany,"Death rate, crude (per 1,000 people)",1987,11.6
Djibouti,"Death rate, crude (per 1,000 people)",1987,12.178
Dominica,"Death rate, crude (per 1,000 people)",1987,8.613
Denmark,"Death rate, crude (per 1,000 people)",1987,11.3
Dominican Republic,"Death rate, crude (per 1,000 people)",1987,6.678
Algeria,"Death rate, crude (per 1,000 people)",1987,6.447
East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1987,7.112519487
Early-demographic dividend,"Death rate, crude (per 1,000 people)",1987,10.40806512
East Asia & Pacific,"Death rate, crude (per 1,000 people)",1987,6.987418615
Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1987,8.882415092
Europe & Central Asia,"Death rate, crude (per 1,000 people)",1987,10.03330561
Ecuador,"Death rate, crude (per 1,000 people)",1987,6.345
"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1987,9.428
Euro area,"Death rate, crude (per 1,000 people)",1987,9.938631909
Eritrea,"Death rate, crude (per 1,000 people)",1987,16.916
Spain,"Death rate, crude (per 1,000 people)",1987,8.0
Estonia,"Death rate, crude (per 1,000 people)",1987,11.8
Ethiopia,"Death rate, crude (per 1,000 people)",1987,19.495
European Union,"Death rate, crude (per 1,000 people)",1987,10.24888131
Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1987,15.79766968
Finland,"Death rate, crude (per 1,000 people)",1987,9.7
Fiji,"Death rate, crude (per 1,000 people)",1987,6.37
France,"Death rate, crude (per 1,000 people)",1987,9.6
Faroe Islands,"Death rate, crude (per 1,000 people)",1987,8.0
"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1987,6.281
Gabon,"Death rate, crude (per 1,000 people)",1987,12.021
United Kingdom,"Death rate, crude (per 1,000 people)",1987,11.3
Georgia,"Death rate, crude (per 1,000 people)",1987,10.267
Ghana,"Death rate, crude (per 1,000 people)",1987,12.799
Gibraltar,"Death rate, crude (per 1,000 people)",1987,8.128
Guinea,"Death rate, crude (per 1,000 people)",1987,20.031
"Gambia, The","Death rate, crude (per 1,000 people)",1987,17.558
Guinea-Bissau,"Death rate, crude (per 1,000 people)",1987,21.83
Equatorial Guinea,"Death rate, crude (per 1,000 people)",1987,16.808
Greece,"Death rate, crude (per 1,000 people)",1987,9.6
Grenada,"Death rate, crude (per 1,000 people)",1987,7.532
Greenland,"Death rate, crude (per 1,000 people)",1987,8.2
Guatemala,"Death rate, crude (per 1,000 people)",1987,9.136
Guam,"Death rate, crude (per 1,000 people)",1987,4.504
Guyana,"Death rate, crude (per 1,000 people)",1987,8.479
High income,"Death rate, crude (per 1,000 people)",1987,8.965087192
"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1987,4.8
Honduras,"Death rate, crude (per 1,000 people)",1987,7.841
Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1987,17.38335118
Croatia,"Death rate, crude (per 1,000 people)",1987,11.2
Haiti,"Death rate, crude (per 1,000 people)",1987,14.704
Hungary,"Death rate, crude (per 1,000 people)",1987,13.4
IBRD only,"Death rate, crude (per 1,000 people)",1987,8.591776277
IDA & IBRD total,"Death rate, crude (per 1,000 people)",1987,9.798738816
IDA total,"Death rate, crude (per 1,000 people)",1987,14.73446174
IDA blend,"Death rate, crude (per 1,000 people)",1987,13.28375424
Indonesia,"Death rate, crude (per 1,000 people)",1987,8.591
IDA only,"Death rate, crude (per 1,000 people)",1987,15.43587332
Isle of Man,"Death rate, crude (per 1,000 people)",1987,15.908
India,"Death rate, crude (per 1,000 people)",1987,11.522
Not classified,"Death rate, crude (per 1,000 people)",1987,
Ireland,"Death rate, crude (per 1,000 people)",1987,8.9
"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1987,8.071
Iraq,"Death rate, crude (per 1,000 people)",1987,9.036
Iceland,"Death rate, crude (per 1,000 people)",1987,7.0
Israel,"Death rate, crude (per 1,000 people)",1987,6.7
