,Country Name,Indicator Name,Year,Death Rate
9395,Guinea,"Death rate, crude (per 1,000 people)",1995-01-01,17.107
9396,"Gambia, The","Death rate, crude (per 1,000 people)",1995-01-01,13.163
9397,Guinea-Bissau,"Death rate, crude (per 1,000 people)",1995-01-01,17.914
9398,Equatorial Guinea,"Death rate, crude (per 1,000 people)",1995-01-01,15.248
9399,Greece,"Death rate, crude (per 1,000 people)",1995-01-01,9.5
9400,Grenada,"Death rate, crude (per 1,000 people)",1995-01-01,6.85
9401,Greenland,"Death rate, crude (per 1,000 people)",1995-01-01,8.6
9402,Guatemala,"Death rate, crude (per 1,000 people)",1995-01-01,7.679
9403,Guam,"Death rate, crude (per 1,000 people)",1995-01-01,4.636
9404,Guyana,"Death rate, crude (per 1,000 people)",1995-01-01,8.023
9405,High income,"Death rate, crude (per 1,000 people)",1995-01-01,9.560664992
9406,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1995-01-01,5.1
9407,Honduras,"Death rate, crude (per 1,000 people)",1995-01-01,5.898
9408,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1995-01-01,15.26397128
9409,Croatia,"Death rate, crude (per 1,000 people)",1995-01-01,10.9
9410,Haiti,"Death rate, crude (per 1,000 people)",1995-01-01,12.041
9411,Hungary,"Death rate, crude (per 1,000 people)",1995-01-01,14.1
9412,IBRD only,"Death rate, crude (per 1,000 people)",1995-01-01,7.976960383
9413,IDA & IBRD total,"Death rate, crude (per 1,000 people)",1995-01-01,9.046710861
9414,IDA total,"Death rate, crude (per 1,000 people)",1995-01-01,13.08958718
9415,IDA blend,"Death rate, crude (per 1,000 people)",1995-01-01,13.02228319
9416,Indonesia,"Death rate, crude (per 1,000 people)",1995-01-01,7.505
9417,IDA only,"Death rate, crude (per 1,000 people)",1995-01-01,13.12285285
9418,Isle of Man,"Death rate, crude (per 1,000 people)",1995-01-01,14.261
9419,India,"Death rate, crude (per 1,000 people)",1995-01-01,9.612
9420,Not classified,"Death rate, crude (per 1,000 people)",1995-01-01,
9421,Ireland,"Death rate, crude (per 1,000 people)",1995-01-01,8.9
9422,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1995-01-01,5.514
9423,Iraq,"Death rate, crude (per 1,000 people)",1995-01-01,6.606
9424,Iceland,"Death rate, crude (per 1,000 people)",1995-01-01,7.2
9425,Israel,"Death rate, crude (per 1,000 people)",1995-01-01,6.3
9426,Italy,"Death rate, crude (per 1,000 people)",1995-01-01,9.8
9427,Jamaica,"Death rate, crude (per 1,000 people)",1995-01-01,7.066
9428,Jordan,"Death rate, crude (per 1,000 people)",1995-01-01,3.993
9429,Japan,"Death rate, crude (per 1,000 people)",1995-01-01,7.4
9430,Kazakhstan,"Death rate, crude (per 1,000 people)",1995-01-01,10.66
9431,Kenya,"Death rate, crude (per 1,000 people)",1995-01-01,10.387
9432,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1995-01-01,8.0
9433,Cambodia,"Death rate, crude (per 1,000 people)",1995-01-01,11.064
9434,Kiribati,"Death rate, crude (per 1,000 people)",1995-01-01,7.952
9435,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1995-01-01,10.709
9436,"Korea, Rep.","Death rate, crude (per 1,000 people)",1995-01-01,5.3
9437,Kuwait,"Death rate, crude (per 1,000 people)",1995-01-01,2.07
9438,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1995-01-01,6.457800595
9439,Lao PDR,"Death rate, crude (per 1,000 people)",1995-01-01,11.543
9440,Lebanon,"Death rate, crude (per 1,000 people)",1995-01-01,4.969
9441,Liberia,"Death rate, crude (per 1,000 people)",1995-01-01,20.233
9442,Libya,"Death rate, crude (per 1,000 people)",1995-01-01,4.198
9443,St. Lucia,"Death rate, crude (per 1,000 people)",1995-01-01,6.207
9444,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1995-01-01,6.375044353
9445,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1995-01-01,13.9804696
9446,Low income,"Death rate, crude (per 1,000 people)",1995-01-01,15.48527089
9447,Liechtenstein,"Death rate, crude (per 1,000 people)",1995-01-01,7.3
9448,Sri Lanka,"Death rate, crude (per 1,000 people)",1995-01-01,6.343
9449,Lower middle income,"Death rate, crude (per 1,000 people)",1995-01-01,10.01390085
9450,Low & middle income,"Death rate, crude (per 1,000 people)",1995-01-01,8.849907435
9451,Lesotho,"Death rate, crude (per 1,000 people)",1995-01-01,11.183
9452,Late-demographic dividend,"Death rate, crude (per 1,000 people)",1995-01-01,7.392970974
9453,Lithuania,"Death rate, crude (per 1,000 people)",1995-01-01,12.5
9454,Luxembourg,"Death rate, crude (per 1,000 people)",1995-01-01,9.3
9455,Latvia,"Death rate, crude (per 1,000 people)",1995-01-01,15.7
9456,"Macao SAR, China","Death rate, crude (per 1,000 people)",1995-01-01,3.796
9457,St. Martin (French part),"Death rate, crude (per 1,000 people)",1995-01-01,2.911
9458,Morocco,"Death rate, crude (per 1,000 people)",1995-01-01,6.915
9459,Monaco,"Death rate, crude (per 1,000 people)",1995-01-01,
9460,Moldova,"Death rate, crude (per 1,000 people)",1995-01-01,13.439
9461,Madagascar,"Death rate, crude (per 1,000 people)",1995-01-01,12.395
9462,Maldives,"Death rate, crude (per 1,000 people)",1995-01-01,5.854
9463,Middle East & North Africa,"Death rate, crude (per 1,000 people)",1995-01-01,6.042846481
9464,Mexico,"Death rate, crude (per 1,000 people)",1995-01-01,5.316
9465,Marshall Islands,"Death rate, crude (per 1,000 people)",1995-01-01,6.678
9466,Middle income,"Death rate, crude (per 1,000 people)",1995-01-01,8.316863833
9467,North Macedonia,"Death rate, crude (per 1,000 people)",1995-01-01,8.573
9468,Mali,"Death rate, crude (per 1,000 people)",1995-01-01,18.015
9469,Malta,"Death rate, crude (per 1,000 people)",1995-01-01,7.2
9470,Myanmar,"Death rate, crude (per 1,000 people)",1995-01-01,10.737
9471,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1995-01-01,6.281779151
9472,Montenegro,"Death rate, crude (per 1,000 people)",1995-01-01,8.0
9473,Mongolia,"Death rate, crude (per 1,000 people)",1995-01-01,8.636
9474,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1995-01-01,
9475,Mozambique,"Death rate, crude (per 1,000 people)",1995-01-01,18.429
9476,Mauritania,"Death rate, crude (per 1,000 people)",1995-01-01,9.39
9477,Mauritius,"Death rate, crude (per 1,000 people)",1995-01-01,6.7
9478,Malawi,"Death rate, crude (per 1,000 people)",1995-01-01,20.333
9479,Malaysia,"Death rate, crude (per 1,000 people)",1995-01-01,4.494
9480,North America,"Death rate, crude (per 1,000 people)",1995-01-01,8.641234407
9481,Namibia,"Death rate, crude (per 1,000 people)",1995-01-01,9.524
9482,New Caledonia,"Death rate, crude (per 1,000 people)",1995-01-01,5.3
9483,Niger,"Death rate, crude (per 1,000 people)",1995-01-01,20.523
9484,Nigeria,"Death rate, crude (per 1,000 people)",1995-01-01,18.859
9485,Nicaragua,"Death rate, crude (per 1,000 people)",1995-01-01,6.051
9486,Netherlands,"Death rate, crude (per 1,000 people)",1995-01-01,8.8
9487,Norway,"Death rate, crude (per 1,000 people)",1995-01-01,10.4
9488,Nepal,"Death rate, crude (per 1,000 people)",1995-01-01,10.11
9489,Nauru,"Death rate, crude (per 1,000 people)",1995-01-01,6.897
9490,New Zealand,"Death rate, crude (per 1,000 people)",1995-01-01,7.57
9491,OECD members,"Death rate, crude (per 1,000 people)",1995-01-01,8.414145098
9492,Oman,"Death rate, crude (per 1,000 people)",1995-01-01,3.549
9493,Other small states,"Death rate, crude (per 1,000 people)",1995-01-01,9.56226481
9494,Pakistan,"Death rate, crude (per 1,000 people)",1995-01-01,10.194
9495,Panama,"Death rate, crude (per 1,000 people)",1995-01-01,5.057
9496,Peru,"Death rate, crude (per 1,000 people)",1995-01-01,6.294
9497,Philippines,"Death rate, crude (per 1,000 people)",1995-01-01,5.903
9498,Palau,"Death rate, crude (per 1,000 people)",1995-01-01,6.4
9499,Papua New Guinea,"Death rate, crude (per 1,000 people)",1995-01-01,7.618
9500,Poland,"Death rate, crude (per 1,000 people)",1995-01-01,10.0
9501,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1995-01-01,15.97168099
9502,Puerto Rico,"Death rate, crude (per 1,000 people)",1995-01-01,8.1
9503,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1995-01-01,9.856
9504,Portugal,"Death rate, crude (per 1,000 people)",1995-01-01,10.3
9505,Paraguay,"Death rate, crude (per 1,000 people)",1995-01-01,5.852
9506,West Bank and Gaza,"Death rate, crude (per 1,000 people)",1995-01-01,5.42
9507,Pacific island small states,"Death rate, crude (per 1,000 people)",1995-01-01,6.1399669
9508,Post-demographic dividend,"Death rate, crude (per 1,000 people)",1995-01-01,9.323784399
9509,French Polynesia,"Death rate, crude (per 1,000 people)",1995-01-01,2.822
9510,Qatar,"Death rate, crude (per 1,000 people)",1995-01-01,2.301
9511,Romania,"Death rate, crude (per 1,000 people)",1995-01-01,12.0
9512,Russian Federation,"Death rate, crude (per 1,000 people)",1995-01-01,15.0
9513,Rwanda,"Death rate, crude (per 1,000 people)",1995-01-01,20.369
9514,South Asia,"Death rate, crude (per 1,000 people)",1995-01-01,9.681175808
9515,Saudi Arabia,"Death rate, crude (per 1,000 people)",1995-01-01,3.982
9516,Sudan,"Death rate, crude (per 1,000 people)",1995-01-01,13.189
9517,Senegal,"Death rate, crude (per 1,000 people)",1995-01-01,11.326
9518,Singapore,"Death rate, crude (per 1,000 people)",1995-01-01,4.8
9519,Solomon Islands,"Death rate, crude (per 1,000 people)",1995-01-01,6.161
9520,Sierra Leone,"Death rate, crude (per 1,000 people)",1995-01-01,21.967
9521,El Salvador,"Death rate, crude (per 1,000 people)",1995-01-01,6.478
9522,San Marino,"Death rate, crude (per 1,000 people)",1995-01-01,
9523,Somalia,"Death rate, crude (per 1,000 people)",1995-01-01,15.753
9524,Serbia,"Death rate, crude (per 1,000 people)",1995-01-01,12.3
9525,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1995-01-01,15.61459532
9526,South Sudan,"Death rate, crude (per 1,000 people)",1995-01-01,32.71
9527,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1995-01-01,15.61349455
9528,Small states,"Death rate, crude (per 1,000 people)",1995-01-01,8.729835645
9529,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1995-01-01,9.984
9530,Suriname,"Death rate, crude (per 1,000 people)",1995-01-01,6.975
9531,Slovak Republic,"Death rate, crude (per 1,000 people)",1995-01-01,9.8
9532,Slovenia,"Death rate, crude (per 1,000 people)",1995-01-01,9.5
9533,Sweden,"Death rate, crude (per 1,000 people)",1995-01-01,10.6
9534,Eswatini,"Death rate, crude (per 1,000 people)",1995-01-01,9.699
9535,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1995-01-01,3.975
9536,Seychelles,"Death rate, crude (per 1,000 people)",1995-01-01,7.0
9537,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1995-01-01,4.503
9538,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1995-01-01,6.222
9539,Chad,"Death rate, crude (per 1,000 people)",1995-01-01,19.195
9540,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1995-01-01,6.736884135
9541,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1995-01-01,11.80686578
9542,Togo,"Death rate, crude (per 1,000 people)",1995-01-01,12.537
9543,Thailand,"Death rate, crude (per 1,000 people)",1995-01-01,5.964
9544,Tajikistan,"Death rate, crude (per 1,000 people)",1995-01-01,10.013
9545,Turkmenistan,"Death rate, crude (per 1,000 people)",1995-01-01,7.788
9546,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1995-01-01,6.340291102
9547,Timor-Leste,"Death rate, crude (per 1,000 people)",1995-01-01,16.323
9548,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1995-01-01,6.290159469
9549,Tonga,"Death rate, crude (per 1,000 people)",1995-01-01,6.827
9550,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1995-01-01,9.681175808
9551,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1995-01-01,15.61349455
9552,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1995-01-01,6.503
9553,Tunisia,"Death rate, crude (per 1,000 people)",1995-01-01,4.979
9554,Turkiye,"Death rate, crude (per 1,000 people)",1995-01-01,6.229
9555,Tuvalu,"Death rate, crude (per 1,000 people)",1995-01-01,9.899
9556,Tanzania,"Death rate, crude (per 1,000 people)",1995-01-01,14.355
9557,Uganda,"Death rate, crude (per 1,000 people)",1995-01-01,17.294
9558,Ukraine,"Death rate, crude (per 1,000 people)",1995-01-01,15.4
9559,Upper middle income,"Death rate, crude (per 1,000 people)",1995-01-01,6.867511242
9560,Uruguay,"Death rate, crude (per 1,000 people)",1995-01-01,9.363
9561,United States,"Death rate, crude (per 1,000 people)",1995-01-01,8.8
9562,Uzbekistan,"Death rate, crude (per 1,000 people)",1995-01-01,6.4
9563,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1995-01-01,6.385
9564,"Venezuela, RB","Death rate, crude (per 1,000 people)",1995-01-01,4.766
9565,British Virgin Islands,"Death rate, crude (per 1,000 people)",1995-01-01,4.792
9566,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1995-01-01,5.025
9567,Viet Nam,"Death rate, crude (per 1,000 people)",1995-01-01,5.924
9568,Vanuatu,"Death rate, crude (per 1,000 people)",1995-01-01,6.01
9569,World,"Death rate, crude (per 1,000 people)",1995-01-01,8.986042922
9570,Samoa,"Death rate, crude (per 1,000 people)",1995-01-01,5.505
9571,Kosovo,"Death rate, crude (per 1,000 people)",1995-01-01,4.919
9572,"Yemen, Rep.","Death rate, crude (per 1,000 people)",1995-01-01,9.642
9573,South Africa,"Death rate, crude (per 1,000 people)",1995-01-01,8.382
9574,Zambia,"Death rate, crude (per 1,000 people)",1995-01-01,17.434
9575,Zimbabwe,"Death rate, crude (per 1,000 people)",1995-01-01,12.825
9576,Aruba,"Death rate, crude (per 1,000 people)",1996-01-01,6.338
9577,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1996-01-01,14.83211531
9578,Afghanistan,"Death rate, crude (per 1,000 people)",1996-01-01,13.627
9579,Africa Western and Central,"Death rate, crude (per 1,000 people)",1996-01-01,16.6539925
9580,Angola,"Death rate, crude (per 1,000 people)",1996-01-01,18.635
9581,Albania,"Death rate, crude (per 1,000 people)",1996-01-01,5.571
9582,Andorra,"Death rate, crude (per 1,000 people)",1996-01-01,
9583,Arab World,"Death rate, crude (per 1,000 people)",1996-01-01,6.954052363
9584,United Arab Emirates,"Death rate, crude (per 1,000 people)",1996-01-01,2.58
9585,Argentina,"Death rate, crude (per 1,000 people)",1996-01-01,7.541
9586,Armenia,"Death rate, crude (per 1,000 people)",1996-01-01,7.837
9587,American Samoa,"Death rate, crude (per 1,000 people)",1996-01-01,
9588,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1996-01-01,7.257
9589,Australia,"Death rate, crude (per 1,000 people)",1996-01-01,7.0
9590,Austria,"Death rate, crude (per 1,000 people)",1996-01-01,10.2
9591,Azerbaijan,"Death rate, crude (per 1,000 people)",1996-01-01,6.2
9592,Burundi,"Death rate, crude (per 1,000 people)",1996-01-01,18.599
9593,Belgium,"Death rate, crude (per 1,000 people)",1996-01-01,10.3
9594,Benin,"Death rate, crude (per 1,000 people)",1996-01-01,12.927
9595,Burkina Faso,"Death rate, crude (per 1,000 people)",1996-01-01,16.461
9596,Bangladesh,"Death rate, crude (per 1,000 people)",1996-01-01,9.478
9597,Bulgaria,"Death rate, crude (per 1,000 people)",1996-01-01,14.0
9598,Bahrain,"Death rate, crude (per 1,000 people)",1996-01-01,2.766
9599,"Bahamas, The","Death rate, crude (per 1,000 people)",1996-01-01,5.985
9600,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1996-01-01,8.425
9601,Belarus,"Death rate, crude (per 1,000 people)",1996-01-01,13.1
9602,Belize,"Death rate, crude (per 1,000 people)",1996-01-01,5.42
9603,Bermuda,"Death rate, crude (per 1,000 people)",1996-01-01,6.9
9604,Bolivia,"Death rate, crude (per 1,000 people)",1996-01-01,10.525
9605,Brazil,"Death rate, crude (per 1,000 people)",1996-01-01,6.564
9606,Barbados,"Death rate, crude (per 1,000 people)",1996-01-01,9.735
9607,Brunei Darussalam,"Death rate, crude (per 1,000 people)",1996-01-01,3.466
9608,Bhutan,"Death rate, crude (per 1,000 people)",1996-01-01,9.189
9609,Botswana,"Death rate, crude (per 1,000 people)",1996-01-01,10.988
9610,Central African Republic,"Death rate, crude (per 1,000 people)",1996-01-01,16.795
9611,Canada,"Death rate, crude (per 1,000 people)",1996-01-01,7.2
9612,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1996-01-01,11.52005716
9613,Switzerland,"Death rate, crude (per 1,000 people)",1996-01-01,8.9
9614,Channel Islands,"Death rate, crude (per 1,000 people)",1996-01-01,9.650240031
9615,Chile,"Death rate, crude (per 1,000 people)",1996-01-01,5.337
9616,China,"Death rate, crude (per 1,000 people)",1996-01-01,6.56
9617,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1996-01-01,14.254
9618,Cameroon,"Death rate, crude (per 1,000 people)",1996-01-01,13.756
9619,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1996-01-01,16.403
9620,"Congo, Rep.","Death rate, crude (per 1,000 people)",1996-01-01,12.387
9621,Colombia,"Death rate, crude (per 1,000 people)",1996-01-01,5.536
9622,Comoros,"Death rate, crude (per 1,000 people)",1996-01-01,10.927
9623,Cabo Verde,"Death rate, crude (per 1,000 people)",1996-01-01,7.347
9624,Costa Rica,"Death rate, crude (per 1,000 people)",1996-01-01,4.019
9625,Caribbean small states,"Death rate, crude (per 1,000 people)",1996-01-01,7.392800911
9626,Cuba,"Death rate, crude (per 1,000 people)",1996-01-01,7.314
9627,Curacao,"Death rate, crude (per 1,000 people)",1996-01-01,7.473
9628,Cayman Islands,"Death rate, crude (per 1,000 people)",1996-01-01,3.6
9629,Cyprus,"Death rate, crude (per 1,000 people)",1996-01-01,7.805
9630,Czechia,"Death rate, crude (per 1,000 people)",1996-01-01,10.9
9631,Germany,"Death rate, crude (per 1,000 people)",1996-01-01,10.8
9632,Djibouti,"Death rate, crude (per 1,000 people)",1996-01-01,11.152
9633,Dominica,"Death rate, crude (per 1,000 people)",1996-01-01,9.394
9634,Denmark,"Death rate, crude (per 1,000 people)",1996-01-01,11.6
9635,Dominican Republic,"Death rate, crude (per 1,000 people)",1996-01-01,5.784
9636,Algeria,"Death rate, crude (per 1,000 people)",1996-01-01,5.188
9637,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1996-01-01,6.75499342
9638,Early-demographic dividend,"Death rate, crude (per 1,000 people)",1996-01-01,8.613784941
9639,East Asia & Pacific,"Death rate, crude (per 1,000 people)",1996-01-01,6.728337268
9640,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1996-01-01,9.654137648
9641,Europe & Central Asia,"Death rate, crude (per 1,000 people)",1996-01-01,10.81418427
9642,Ecuador,"Death rate, crude (per 1,000 people)",1996-01-01,5.275
9643,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1996-01-01,6.836
9644,Euro area,"Death rate, crude (per 1,000 people)",1996-01-01,9.838012354
9645,Eritrea,"Death rate, crude (per 1,000 people)",1996-01-01,11.635
9646,Spain,"Death rate, crude (per 1,000 people)",1996-01-01,8.8
9647,Estonia,"Death rate, crude (per 1,000 people)",1996-01-01,13.4
9648,Ethiopia,"Death rate, crude (per 1,000 people)",1996-01-01,16.317
9649,European Union,"Death rate, crude (per 1,000 people)",1996-01-01,10.24711075
9650,Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1996-01-01,14.42742204
9651,Finland,"Death rate, crude (per 1,000 people)",1996-01-01,9.6
9652,Fiji,"Death rate, crude (per 1,000 people)",1996-01-01,5.985
9653,France,"Death rate, crude (per 1,000 people)",1996-01-01,9.1
9654,Faroe Islands,"Death rate, crude (per 1,000 people)",1996-01-01,9.1
9655,"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1996-01-01,5.626
9656,Gabon,"Death rate, crude (per 1,000 people)",1996-01-01,10.545
9657,United Kingdom,"Death rate, crude (per 1,000 people)",1996-01-01,10.9
9658,Georgia,"Death rate, crude (per 1,000 people)",1996-01-01,10.652
9659,Ghana,"Death rate, crude (per 1,000 people)",1996-01-01,10.513
9660,Gibraltar,"Death rate, crude (per 1,000 people)",1996-01-01,8.096
9661,Guinea,"Death rate, crude (per 1,000 people)",1996-01-01,16.551
9662,"Gambia, The","Death rate, crude (per 1,000 people)",1996-01-01,12.751
9663,Guinea-Bissau,"Death rate, crude (per 1,000 people)",1996-01-01,17.572
9664,Equatorial Guinea,"Death rate, crude (per 1,000 people)",1996-01-01,15.044
9665,Greece,"Death rate, crude (per 1,000 people)",1996-01-01,9.5
9666,Grenada,"Death rate, crude (per 1,000 people)",1996-01-01,6.836
9667,Greenland,"Death rate, crude (per 1,000 people)",1996-01-01,7.9
9668,Guatemala,"Death rate, crude (per 1,000 people)",1996-01-01,7.33
9669,Guam,"Death rate, crude (per 1,000 people)",1996-01-01,4.791
9670,Guyana,"Death rate, crude (per 1,000 people)",1996-01-01,7.977
9671,High income,"Death rate, crude (per 1,000 people)",1996-01-01,9.415984979
9672,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1996-01-01,5.0
9673,Honduras,"Death rate, crude (per 1,000 people)",1996-01-01,5.728
9674,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",1996-01-01,15.1137029
9675,Croatia,"Death rate, crude (per 1,000 people)",1996-01-01,11.1
9676,Haiti,"Death rate, crude (per 1,000 people)",1996-01-01,11.648
9677,Hungary,"Death rate, crude (per 1,000 people)",1996-01-01,13.9
9678,IBRD only,"Death rate, crude (per 1,000 people)",1996-01-01,7.866966967
9679,IDA & IBRD total,"Death rate, crude (per 1,000 people)",1996-01-01,8.940281783
9680,IDA total,"Death rate, crude (per 1,000 people)",1996-01-01,12.95090243
9681,IDA blend,"Death rate, crude (per 1,000 people)",1996-01-01,12.88101546
9682,Indonesia,"Death rate, crude (per 1,000 people)",1996-01-01,7.541
9683,IDA only,"Death rate, crude (per 1,000 people)",1996-01-01,12.98553293
9684,Isle of Man,"Death rate, crude (per 1,000 people)",1996-01-01,13.838
9685,India,"Death rate, crude (per 1,000 people)",1996-01-01,9.419
9686,Not classified,"Death rate, crude (per 1,000 people)",1996-01-01,
9687,Ireland,"Death rate, crude (per 1,000 people)",1996-01-01,8.7
9688,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",1996-01-01,5.415
9689,Iraq,"Death rate, crude (per 1,000 people)",1996-01-01,6.56
9690,Iceland,"Death rate, crude (per 1,000 people)",1996-01-01,7.0
9691,Israel,"Death rate, crude (per 1,000 people)",1996-01-01,6.1
9692,Italy,"Death rate, crude (per 1,000 people)",1996-01-01,9.7
9693,Jamaica,"Death rate, crude (per 1,000 people)",1996-01-01,6.975
9694,Jordan,"Death rate, crude (per 1,000 people)",1996-01-01,3.936
9695,Japan,"Death rate, crude (per 1,000 people)",1996-01-01,7.2
9696,Kazakhstan,"Death rate, crude (per 1,000 people)",1996-01-01,10.66
9697,Kenya,"Death rate, crude (per 1,000 people)",1996-01-01,10.543
9698,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1996-01-01,7.4
9699,Cambodia,"Death rate, crude (per 1,000 people)",1996-01-01,10.847
9700,Kiribati,"Death rate, crude (per 1,000 people)",1996-01-01,7.801
9701,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1996-01-01,10.547
9702,"Korea, Rep.","Death rate, crude (per 1,000 people)",1996-01-01,5.2
9703,Kuwait,"Death rate, crude (per 1,000 people)",1996-01-01,2.011
9704,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1996-01-01,6.361690657
9705,Lao PDR,"Death rate, crude (per 1,000 people)",1996-01-01,11.139
9706,Lebanon,"Death rate, crude (per 1,000 people)",1996-01-01,4.92
9707,Liberia,"Death rate, crude (per 1,000 people)",1996-01-01,19.875
9708,Libya,"Death rate, crude (per 1,000 people)",1996-01-01,4.187
9709,St. Lucia,"Death rate, crude (per 1,000 people)",1996-01-01,6.371
9710,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1996-01-01,6.289855612
9711,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1996-01-01,13.82738028
9712,Low income,"Death rate, crude (per 1,000 people)",1996-01-01,15.31954079
9713,Liechtenstein,"Death rate, crude (per 1,000 people)",1996-01-01,7.4
9714,Sri Lanka,"Death rate, crude (per 1,000 people)",1996-01-01,6.469
9715,Lower middle income,"Death rate, crude (per 1,000 people)",1996-01-01,9.858959012
9716,Low & middle income,"Death rate, crude (per 1,000 people)",1996-01-01,8.764197118
9717,Lesotho,"Death rate, crude (per 1,000 people)",1996-01-01,11.947
9718,Late-demographic dividend,"Death rate, crude (per 1,000 people)",1996-01-01,7.30304348
9719,Lithuania,"Death rate, crude (per 1,000 people)",1996-01-01,11.9
9720,Luxembourg,"Death rate, crude (per 1,000 people)",1996-01-01,9.4
9721,Latvia,"Death rate, crude (per 1,000 people)",1996-01-01,14.0
9722,"Macao SAR, China","Death rate, crude (per 1,000 people)",1996-01-01,3.639
9723,St. Martin (French part),"Death rate, crude (per 1,000 people)",1996-01-01,3.038
9724,Morocco,"Death rate, crude (per 1,000 people)",1996-01-01,6.769
9725,Monaco,"Death rate, crude (per 1,000 people)",1996-01-01,
9726,Moldova,"Death rate, crude (per 1,000 people)",1996-01-01,14.484
9727,Madagascar,"Death rate, crude (per 1,000 people)",1996-01-01,12.02
9728,Maldives,"Death rate, crude (per 1,000 people)",1996-01-01,5.319
9729,Middle East & North Africa,"Death rate, crude (per 1,000 people)",1996-01-01,5.880554775
9730,Mexico,"Death rate, crude (per 1,000 people)",1996-01-01,5.235
9731,Marshall Islands,"Death rate, crude (per 1,000 people)",1996-01-01,6.544
9732,Middle income,"Death rate, crude (per 1,000 people)",1996-01-01,8.230700929
9733,North Macedonia,"Death rate, crude (per 1,000 people)",1996-01-01,8.478
9734,Mali,"Death rate, crude (per 1,000 people)",1996-01-01,17.913
9735,Malta,"Death rate, crude (per 1,000 people)",1996-01-01,7.3
9736,Myanmar,"Death rate, crude (per 1,000 people)",1996-01-01,10.411
9737,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1996-01-01,6.114219855
9738,Montenegro,"Death rate, crude (per 1,000 people)",1996-01-01,8.2
9739,Mongolia,"Death rate, crude (per 1,000 people)",1996-01-01,8.719
9740,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1996-01-01,
9741,Mozambique,"Death rate, crude (per 1,000 people)",1996-01-01,17.91
9742,Mauritania,"Death rate, crude (per 1,000 people)",1996-01-01,9.426
9743,Mauritius,"Death rate, crude (per 1,000 people)",1996-01-01,6.8
9744,Malawi,"Death rate, crude (per 1,000 people)",1996-01-01,20.459
9745,Malaysia,"Death rate, crude (per 1,000 people)",1996-01-01,4.563
9746,North America,"Death rate, crude (per 1,000 people)",1996-01-01,8.641202757
9747,Namibia,"Death rate, crude (per 1,000 people)",1996-01-01,10.22
9748,New Caledonia,"Death rate, crude (per 1,000 people)",1996-01-01,5.2
9749,Niger,"Death rate, crude (per 1,000 people)",1996-01-01,19.762
